Question,Answer,File,URL
"Does your organization consider transferrable skills from volunteer, internship, or co-op experiences for candidates without prior customer service jobs?","Yes, we consider transferrable skills from volunteer experience, internships, and co-ops.",0_37,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/career-spotlight--td-bank.html
"What training, mentorship, or professional development programs are available for Indigenous employees?",TD offers a specialized onboarding program for new hires from Indigenous communities that connects them with a 1:1 mentor and introduces them to the internal Indigenous colleagues Employee Resource Group to build a sense of community. The program teaches new hires about the organization and about career development and growth opportunities at TD. It is a 9-month program and is optional.,0_37,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/career-spotlight--td-bank.html
Can you describe the Indigenous onboarding program at your organization?,TD offers a specialized onboarding program for new hires from Indigenous communities. It connects them with a 1:1 mentor and introduces them to the internal Indigenous colleagues Employee Resource Group to build a sense of community. It teaches the new hire about the organization and about career development & growth opportunities at TD. The program is 9 months and it is optional.,0_37,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/career-spotlight--td-bank.html
"How long does the Indigenous onboarding program last, and is it mandatory?",The Indigenous onboarding program lasts 9 months and is optional.,0_37,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/career-spotlight--td-bank.html
What scholarship opportunities does your organization offer in collaboration with AFOA Canada for Indigenous Peoples?,"Together with AFOA Canada, TD has worked to build a scholarship for Indigenous Peoples. Through it, 25 scholarships are available to be awarded annually, worth up to $60K over 4 years.",0_37,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/career-spotlight--td-bank.html
"How many scholarships are awarded annually, and what is their total value over four years?","25 scholarships, worth up to $60,000 over 4 years.",0_37,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/career-spotlight--td-bank.html
How can students find more information about the Indigenous student scholarships and grants?,Students can find more information about the Indigenous student scholarships and grants by visiting https://www.td.com/ca/en/personal-banking/solutions/student-advice/indigenous-student-scholarships-grants-and-bursaries.,0_37,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/career-spotlight--td-bank.html
What contact information is available for students interested in connecting with Lily?,"Email: Lily.To@td.com  
LinkedIn: @lilyto2  
Website: jobs.td.com/en-CA/",0_37,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/career-spotlight--td-bank.html
What is the purpose of the Indigenous Student Centre (ISC) at SFU?,"The purpose of the Indigenous Student Centre (ISC) at SFU is to support the journey of Indigenous students from enrollment to convocation, providing access to information, resources, and programs to help them achieve academic goals and maintain balance during student life.",0_5,https://www.sfu.ca/students/indigenous/programs-and-resources.html
How does the ISC support Indigenous students throughout their academic journey?,"The ISC supports Indigenous students throughout their academic journey by providing access to information and resources needed to achieve academic goals, helping students maintain balance during busy student life, and offering programs and services in-person or on Zoom.",0_5,https://www.sfu.ca/students/indigenous/programs-and-resources.html
What types of programs and resources does the ISC offer to Indigenous students?,The ISC offers programs and resources that provide access to information and resources needed to achieve academic goals and maintain balance during student life.,0_5,https://www.sfu.ca/students/indigenous/programs-and-resources.html
"Can ISC programs and services be accessed remotely, and if so, how?","Yes, ISC programs and services can be accessed remotely via Zoom by request.",0_5,https://www.sfu.ca/students/indigenous/programs-and-resources.html
Where can I find the schedule and location details for ISC programs and events?,"Check the Calendar of Events for details, including location, times, or Zoom links.",0_5,https://www.sfu.ca/students/indigenous/programs-and-resources.html
Who is eligible to participate in the ISC programs and services?,"Currently enrolled, self-identified Indigenous (First Nations, Métis, and Inuit) students at SFU.",0_5,https://www.sfu.ca/students/indigenous/programs-and-resources.html
What is the Zoom meeting ID for accessing ISC programs?,826 9694 5676,0_5,https://www.sfu.ca/students/indigenous/programs-and-resources.html
How can I obtain the Zoom passcode for ISC virtual events?,Check the newsletter or email iscadmin@sfu.ca.,0_5,https://www.sfu.ca/students/indigenous/programs-and-resources.html
Where is the SFU campus located?,"8888 University Drive Burnaby, B.C. Canada V5A 1S6",0_5,https://www.sfu.ca/students/indigenous/programs-and-resources.html
Which Indigenous nations and communities are acknowledged by SFU on their traditional territories?,"Musqueam, Squamish, Tsleil-Waututh, Katzie, Kwikwetlem, Qayqayt, Kwantlen, Semiahmoo, Tsawwassen",0_5,https://www.sfu.ca/students/indigenous/programs-and-resources.html
"Are all ISC programs and events open to undergraduate students, graduate students, or both?",Both,0_5,https://www.sfu.ca/students/indigenous/programs-and-resources.html
How frequently is the Zoom link information updated for ISC services?,semesterly,0_5,https://www.sfu.ca/students/indigenous/programs-and-resources.html
What email can I contact for the Zoom passcode or additional questions about ISC programs?,iscadmin@sfu.ca,0_5,https://www.sfu.ca/students/indigenous/programs-and-resources.html
"Are the ISC programs in-person, virtual, or hybrid?",Hybrid,0_5,https://www.sfu.ca/students/indigenous/programs-and-resources.html
What are the operating terms and conditions for participating in ISC services?,The provided context does not specify the operating terms and conditions for participating in ISC services.,0_5,https://www.sfu.ca/students/indigenous/programs-and-resources.html
How does SFU recognize and respect the traditional territories of Indigenous peoples?,"SFU recognizes and respects the traditional territories of Indigenous peoples by respectfully acknowledging the unceded traditional territories of the xʷməθkʷəy̓əm (Musqueam), Sḵwx̱wú7mesh Úxwumixw (Squamish), səlilwətaɬ (Tsleil-Waututh), q̓íc̓əy̓ (Katzie), kʷikʷəƛ̓əm (Kwikwetlem), Qayqayt, Kwantlen, Semiahmoo, and Tsawwassen peoples on whose unceded territories the campuses reside.",0_5,https://www.sfu.ca/students/indigenous/programs-and-resources.html
Who are some of the Indigenous faculty and staff members I can contact at SFU?  ,"Rachel Fouladi, Nicole Manson, Jennie Blankinship",0_42,https://www.sfu.ca/students/indigenous/programs-and-resources/indigenous-recruitment/Faculty_Contacts.html
How can I get connected with the Indigenous community at SFU?  ,"You can reach out to Indigenous faculty and staff such as Rachel Fouladi, Nicole Manson, and Jennie Blankinship, or visit the Directory of Indigenous Contacts for a full listing of Indigenous contacts on campus.",0_42,https://www.sfu.ca/students/indigenous/programs-and-resources/indigenous-recruitment/Faculty_Contacts.html
Who is the Indigenous Academic and Student Liaison at SFU?  ,Nicole Manson,0_42,https://www.sfu.ca/students/indigenous/programs-and-resources/indigenous-recruitment/Faculty_Contacts.html
How do I reach out to the Manager of the Office of Indigenous Education?  ,ed_indigenous@sfu.ca,0_42,https://www.sfu.ca/students/indigenous/programs-and-resources/indigenous-recruitment/Faculty_Contacts.html
Is there a directory of Indigenous contacts on campus?  ,Yes.,0_42,https://www.sfu.ca/students/indigenous/programs-and-resources/indigenous-recruitment/Faculty_Contacts.html
Where is SFU located?  ,"8888 University Drive, Burnaby, B.C., Canada",0_42,https://www.sfu.ca/students/indigenous/programs-and-resources/indigenous-recruitment/Faculty_Contacts.html
What indigenous communities does SFU acknowledge on its land?  ,"xʷməθkʷəy̓əm (Musqueam), Sḵwx̱wú7mesh Úxwumixw (Squamish), səlilwətaɬ (Tsleil-Waututh), q̓íc̓əy̓ (Katzie), kʷikʷəƛ̓əm (Kwikwetlem), Qayqayt, Kwantlen, Semiahmoo, Tsawwassen",0_42,https://www.sfu.ca/students/indigenous/programs-and-resources/indigenous-recruitment/Faculty_Contacts.html
How can I switch programs or network within my faculty at SFU?  ,"You can reach out to Indigenous faculty and staff such as Rachel Fouladi, Nicole Manson, or Jennie Blankinship to ask questions and get connected. Additionally, you can visit the Directory of Indigenous Contacts for a full listing of Indigenous contacts on campus.",0_42,https://www.sfu.ca/students/indigenous/programs-and-resources/indigenous-recruitment/Faculty_Contacts.html
What is the contact email for Rachel Fouladi?  ,rfouladi@sfu.ca,0_42,https://www.sfu.ca/students/indigenous/programs-and-resources/indigenous-recruitment/Faculty_Contacts.html
What is the contact email for Nicole Manson?  ,fcat_indg@sfu.ca,0_42,https://www.sfu.ca/students/indigenous/programs-and-resources/indigenous-recruitment/Faculty_Contacts.html
What is the contact email for Jennie Blankinship?  ,ed_indigenous@sfu.ca,0_42,https://www.sfu.ca/students/indigenous/programs-and-resources/indigenous-recruitment/Faculty_Contacts.html
What are the traditional territories on which SFU's campuses are situated?,"xʷməθkʷəy̓əm (Musqueam), Sḵwx̱wú7mesh Úxwumixw (Squamish), səlilwətaɬ (Tsleil-Waututh), q̓íc̓əy̓ (Katzie), kʷikʷəƛ̓əm (Kwikwetlem), Qayqayt, Kwantlen, Semiahmoo, Tsawwassen",0_42,https://www.sfu.ca/students/indigenous/programs-and-resources/indigenous-recruitment/Faculty_Contacts.html
What is the mission of the Indigenous Student Centre (ISC)?,"The mission of the ISC is to provide Indigenous students with programs and services that are unique, cultural, and wholistic, supporting their success and thriving with a balance of culture, tradition, and academic achievement.",0_1,https://www.sfu.ca/students/indigenous/about-us.html
"How does the ISC support the emotional, physical, spiritual, and intellectual well-being of Indigenous students?","The ISC supports the emotional, physical, spiritual, and intellectual well-being of Indigenous students through services such as ISC Counselling, the Elders Program, and the Wellness Program.",0_1,https://www.sfu.ca/students/indigenous/about-us.html
On which campuses are the ISC programs and services available?,Burnaby and Surrey campuses,0_1,https://www.sfu.ca/students/indigenous/about-us.html
What types of spaces and resources does the ISC provide for Indigenous students?,"Welcoming gathering space including common areas, study spaces, smudging and medicine, student kitchen, full student computer lab; mental wellness and care services such as counselling, Elders Program, Wellness Program; support for academic success through academic advising, workshops, tutoring, research and writing assistance; social and cultural community programs like Peer Cousins Mentorship, Elders Program, Indigenous Living and Learning Community, cultural workshops and events, social events, volunteer opportunities; pathways to other student services including health and counselling, financial aid, careers, volunteer services, residence and housing; cross-campus spaces on Burnaby and Surrey campuses.",0_1,https://www.sfu.ca/students/indigenous/about-us.html
How can students learn more about the ISC community or become involved?,Students can learn more about the ISC community or become involved by emailing askisc@sfu.ca.,0_1,https://www.sfu.ca/students/indigenous/about-us.html
What services are offered through the ISC for mental wellness and care?,"ISC Counselling, Elders Program, Wellness Program",0_1,https://www.sfu.ca/students/indigenous/about-us.html
What academic success supports does the ISC provide?,"Academic advising, academic success workshops, tutoring, research and writing assistance.",0_1,https://www.sfu.ca/students/indigenous/about-us.html
What social and cultural programs are available through the ISC?,"Peer Cousins Mentorship Program, Elders Program, Indigenous Living and Learning Community (ILLC), Wellness Program, Cultural Workshops and Events, Social events, Volunteer Opportunities",0_1,https://www.sfu.ca/students/indigenous/about-us.html
"How does the ISC facilitate access to other student services like health, housing, and financial aid?","The ISC provides pathways toward accessing other student services such as Health and Counselling, Financial Aid & Awards, Careers and Volunteer Services, and Residence and Housing.",0_1,https://www.sfu.ca/students/indigenous/about-us.html
Which social media platforms can students use to connect with the ISC?,"Instagram, Facebook, TikTok",0_1,https://www.sfu.ca/students/indigenous/about-us.html
What is the significance of the logo created by Sk’aal Tsiid (Flicker Bird) James Cowpar?,"The logo represents unity, strength, and cultural identity among Indigenous peoples. It incorporates elements symbolizing Métis and Plains peoples through the circle and sweet grass, coastal crests such as the eagle and raven representing power, wisdom, and community, and features a man and woman holding a textbook to symbolize the life cycle of an Indigenous student. The design combines Indigenous cultural elements to convey unity, diversity, and the enduring spirit of Indigenous peoples within the context of post-secondary education.",0_1,https://www.sfu.ca/students/indigenous/about-us.html
"What elements are depicted within the ISC logo, and what do they represent?","The ISC logo depicts a circle representing Métis and Plains peoples, the main crests of coastal peoples (eagle and raven), a man and woman holding a textbook, and elements of West Coast design. These elements symbolize unity, strength, wisdom, community, the life cycle of an Indigenous student, and the diversity of Indigenous peoples.",0_1,https://www.sfu.ca/students/indigenous/about-us.html
How does the ISC’s logo symbolize the life cycle and cultural unity of Indigenous students?,"The ISC’s logo symbolizes the life cycle and cultural unity of Indigenous students through the sacred circle representing Indigenous peoples, with elements like the eagle and raven wings signifying power, strength, wisdom, and community. The man and woman holding a textbook depict the life cycle of an Indigenous student. The inclusion of Métis and Plains designs, along with West Coast style elements, reflects the diversity and unity of Indigenous peoples, emphasizing their collective identity and strength.",0_1,https://www.sfu.ca/students/indigenous/about-us.html
Who are the Indigenous peoples whose traditional territories are acknowledged by SFU?,"Musqueam, Squamish, Tsleil-Waututh, Katzie, Kwikwetlem, Qayqayt, Kwantlen, Semiahmoo, Tsawwassen",0_1,https://www.sfu.ca/students/indigenous/about-us.html
What are the address details for the Simon Fraser University Indigenous Student Centre?,"8888 University Drive, Burnaby, B.C., Canada V5A 1S6",0_1,https://www.sfu.ca/students/indigenous/about-us.html
How should I submit the sponsorship authorization form to SFU Student Accounts?  ,By fax to 778-782-4263 or by email at student_accounts@sfu.ca.,0_6_1_1_40,http://www.sfu.ca/students/indigenous/programs-and-resources/finances/sponsorships.html
What is the deadline for submitting third party sponsorship forms for the upcoming term?  ,The sponsorship form must be sent to SFU Student Accounts no later than the tuition fee deadline for the term.,0_6_1_1_40,http://www.sfu.ca/students/indigenous/programs-and-resources/finances/sponsorships.html
When will the Summer 2025 Semester Bookstore Purchase Period take place?  ,"May 1st to May 31st, 2025",0_6_1_1_40,http://www.sfu.ca/students/indigenous/programs-and-resources/finances/sponsorships.html
Who can I contact for assistance regarding third party sponsorship and SFU Bookstore purchases?  ,ISC staff at askisc@sfu.ca,0_6_1_1_40,http://www.sfu.ca/students/indigenous/programs-and-resources/finances/sponsorships.html
Will my books and supplies be included in my sponsorship authorization?  ,"It depends; if books and supplies are included within your sponsorship authorization, an account will be set up for you with the SFU Bookstore.",0_6_1_1_40,http://www.sfu.ca/students/indigenous/programs-and-resources/finances/sponsorships.html
How is the purchase period for books and supplies determined for invoicing purposes?  ,The purchase period for books and supplies for invoicing purposes is 2 weeks before the start of the term until the end of Week 3 of the term.,0_6_1_1_40,http://www.sfu.ca/students/indigenous/programs-and-resources/finances/sponsorships.html
What happens if I make bookstore purchases outside of my sponsorship authorization?  ,Any purchases made outside of the sponsorship authorization will be charged to your SFU student account as an outstanding balance.,0_6_1_1_40,http://www.sfu.ca/students/indigenous/programs-and-resources/finances/sponsorships.html
How can I learn more about using my SFU Bookstore account?  ,Learn more about how to use your SFU Bookstore account.,0_6_1_1_40,http://www.sfu.ca/students/indigenous/programs-and-resources/finances/sponsorships.html
What is the address of Simon Fraser University?  ,"8888 University Drive Burnaby, B.C. Canada V5A 1S6",0_6_1_1_40,http://www.sfu.ca/students/indigenous/programs-and-resources/finances/sponsorships.html
Which Indigenous peoples' unceded traditional territories do SFU's campuses reside on?,"Musqueam, Squamish, Tsleil-Waututh, Katzie, Kwikwetlem, Qayqayt, Kwantlen, Semiahmoo, Tsawwassen",0_6_1_1_40,http://www.sfu.ca/students/indigenous/programs-and-resources/finances/sponsorships.html
How does your organization show commitment to supporting Indigenous communities and promoting diversity and inclusion?,"Our organization demonstrates commitment by recognizing the unique contributions of First Nations, Metis, and Inuit Peoples, continually innovating to improve the experience of Indigenous candidates and employees, increasing recruitment outcomes through culturally safe processes, establishing retention infrastructure that supports successful careers, creating a culturally safe workplace that promotes understanding of Indigenous cultures and histories, and expanding partnerships with Indigenous organizations and communities. Additionally, we support Indigenous employees with cultural leave and foster connections to Indigenous heritage and language.",0_36,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/career-spotlight--indigenous-recruitment---retention--fraser-hea.html
What initiatives has your organization implemented to increase Indigenous recruitment and representation?,"- Creating recruitment processes that hold the spirit of Indigenous cultural safety to increase representation of Indigenous talent.  
- Establishing retention infrastructure to support successful careers and promote cultural safety.  
- Creating a culturally safe workplace that provides pathways to increase understanding of Indigenous cultures and histories.",0_36,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/career-spotlight--indigenous-recruitment---retention--fraser-hea.html
How does your organization create a culturally safe workplace for Indigenous employees?,We seek to improve how employees experience employment by providing all Fraser Health employees access to pathways that increase understanding of Indigenous cultures and histories.,0_36,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/career-spotlight--indigenous-recruitment---retention--fraser-hea.html
What opportunities or positions are available specifically for Indigenous students within your organization?,"There are currently 1600 vacancies available across our hospital and community-based services, supported by a dedicated team of over 48,000 staff, including medical professionals and volunteers. These opportunities are open to Indigenous candidates, providing them with a chance to positively impact the health and well-being of our communities.",0_36,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/career-spotlight--indigenous-recruitment---retention--fraser-hea.html
How many vacancies are currently available across your hospital and community-based services for Indigenous candidates?,1600 vacancies,0_36,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/career-spotlight--indigenous-recruitment---retention--fraser-hea.html
"What qualifications, skills, or academic backgrounds are required for potential Indigenous candidates?","Depending on the position, it is essential to ensure that all qualifications are met and clearly listed on your resume. Certain roles may require specific credentials, such as a valid driver’s license, access to a vehicle, or passing a typing test. Ensuring these qualifications are highlighted on your resume will help you stand out as a suitable candidate.",0_36,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/career-spotlight--indigenous-recruitment---retention--fraser-hea.html
"Does your organization offer mentorship, training, or professional development programs for Indigenous employees? If so, what are they?","Fraser Health offers a wide range of training, education, career planning, and leadership development programs, including the innovative ""Creating the Fire Within"" program that integrates traditional Indigenous teachings with specialized leadership skills tailored for the healthcare sector.",0_36,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/career-spotlight--indigenous-recruitment---retention--fraser-hea.html
"How does your organization contribute to the broader Indigenous community through partnerships, initiatives, or philanthropy?","Yes, we actively expand and forge partnerships, cultivating relationships with post-secondary institutions, Indigenous employment and training organizations, and community contacts to improve access to employment opportunities for Indigenous Peoples at Fraser Health. This includes collaborations with programs such as Saset, Access, and Steps (MNBC's Skills Training).",0_36,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/career-spotlight--indigenous-recruitment---retention--fraser-hea.html
Can Indigenous candidates access personalized conversations with recruiters at your organization?,"Yes, Fraser Health offers personalized conversations with recruiters for Indigenous candidates.",0_36,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/career-spotlight--indigenous-recruitment---retention--fraser-hea.html
"What cultural supports, such as cultural leave, does your organization provide to its Indigenous employees?","Fraser Health supports its Indigenous employees with cultural leave, allowing time for ceremonial and cultural events that foster connections to Indigenous heritage and language.",0_36,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/career-spotlight--indigenous-recruitment---retention--fraser-hea.html
Who can I contact for more information about careers in health promotion and wellness at your organization?,Justine Blanco at Justine.blanco@fraserhealth.ca or by phone at 226-332-6128.,0_36,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/career-spotlight--indigenous-recruitment---retention--fraser-hea.html
What are the contact details for reaching out to someone interested in health promotion roles for Indigenous candidates?,"Email: Justine.blanco@fraserhealth.ca  
Phone: 226-332-6128",0_36,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/career-spotlight--indigenous-recruitment---retention--fraser-hea.html
Where is your organization’s main office located?,"8888 University Drive Burnaby, B.C. Canada V5A 1S6",0_36,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/career-spotlight--indigenous-recruitment---retention--fraser-hea.html
How does your organization collaborate with Indigenous post-secondary institutions and employment organizations?,"We actively expand and forge partnerships, cultivating relationships with post-secondary institutions, Indigenous employment and training organizations, and community contacts to improve access to employment opportunities for Indigenous Peoples at Fraser Health. This includes collaborations with programs such as Saset, Access, and Steps (MNBC's Skills Training).",0_36,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/career-spotlight--indigenous-recruitment---retention--fraser-hea.html
"What specific programs, like ""Creating the Fire Within,"" does your organization offer to support Indigenous professional development?","Fraser Health offers a wide range of training, education, career planning, and leadership development programs, including the innovative ""Creating the Fire Within"" program that integrates traditional Indigenous teachings with specialized leadership skills tailored for the healthcare sector.",0_36,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/career-spotlight--indigenous-recruitment---retention--fraser-hea.html
What is the Simon Fraser University Indigenous Student Centre’s Elders Program?,"The ISC recognizes that First Nations, Métis and Inuit Elders and Knowledge Shares hold valuable knowledge to share with Indigenous and non-Indigenous students and communities. Indigenous Elders and Knowledge Sharers are frequently invited to Simon Fraser University to share in the opening/closing of events, speak to classes, participate on committees, take part in interviews, and provide support, guidance and spiritual help to students, faculty, and staff. With this in mind, we host numerous Elders and Knowledge Sharers-in-Residence that play various roles across the university. The purpose of this program is to create safe spaces for Indigenous students, foster relationships with Indigenous communities, and implement cultural knowledges and practices.",0_21,https://www.sfu.ca/students/indigenous/elders/ElderProgramFAQ.html
What is the difference between an Elder and a Knowledge Sharer?,"An “Elder” is someone recognized as such by other Elders in the SFU Elder’s and Knowledge Sharer’s Program and in the community. They have knowledge of traditional values and culture. The Elders have connections to the local Indigenous community and maintain a positive and respectful attitude towards students and the academic environment they are a part of. 

Whereas as “Knowledge Sharers” are those who may not be considered an Elder, yet hold traditional knowledges and teachings about their culture.",0_21,https://www.sfu.ca/students/indigenous/elders/ElderProgramFAQ.html
What is the purpose of having an Elder or Knowledge Sharer at an event?,"Including an Indigenous Elder or Knowledge Sharer in your work allows you to start your event off in a good way. The inclusion of traditional knowledge and cultural practices not only creates a welcoming and inclusive environment but recognizes the importance of Indigenous peoples to the land that we live on, work that we do and community around us. Indigenous Peoples have lived on this land since time immemorial and have teachings to share about moving forward in the work that we do in a way that is honest and transparent, takes responsibility for past and future actions, and encourages listening with an open mind and compassionate heart. This also directly reflects one of SFU’s top priorities as outlined in the What’s Next: The SFU Strategy to “Uphold Truth and Reconciliation.” Acknowledging and including Indigenous Peoples in your work contributes to the decolonization process and improving community relationships across SFU.",0_21,https://www.sfu.ca/students/indigenous/elders/ElderProgramFAQ.html
How can including an Elder or Knowledge Sharer benefit our department or event?,"Including an Indigenous Elder or Knowledge Sharer in your work allows you to start your event off in a good way. The inclusion of traditional knowledge and cultural practices not only creates a welcoming and inclusive environment but recognizes the importance of Indigenous peoples to the land that we live on, work that we do and community around us. Indigenous Peoples have lived on this land since time immemorial and have teachings to share about moving forward in the work that we do in a way that is honest and transparent, takes responsibility for past and future actions, and encourages listening with an open mind and compassionate heart. This also directly reflects one of SFU’s top priorities as outlined in the What’s Next: The SFU Strategy to “Uphold Truth and Reconciliation.” Acknowledging and including Indigenous Peoples in your work contributes to the decolonization process and improving community relationships across SFU.",0_21,https://www.sfu.ca/students/indigenous/elders/ElderProgramFAQ.html
What is the difference between a territorial welcome and a land acknowledgment?,"A “Territorial Welcome” is made by First Nations who are traditionally from this territory, to welcome you to their land and start off your event in a good way. 

A “Land Acknowledgement” should be made by the host or emcee as they are the ones acknowledging they are guests on this land.",0_21,https://www.sfu.ca/students/indigenous/elders/ElderProgramFAQ.html
How do I book an Elder or Knowledge Sharer for my event?,"To book an Elder or Knowledge Sharer for your event, submit an Elder Request Form on the ISC’s website.",0_21,https://www.sfu.ca/students/indigenous/elders/ElderProgramFAQ.html
What information do I need to provide when making a booking request?,"The Elder Request Form asks for details regarding the requester's contact information, event details, Elder duties and onsite contact, transportation, and honourarium.",0_21,https://www.sfu.ca/students/indigenous/elders/ElderProgramFAQ.html
How far in advance should I submit a booking request?,"The sooner you get your request in the better chance our Elders/Knowledge Sharers will be available. However, the deadline to submit a request is 2 weeks prior to your event.",0_21,https://www.sfu.ca/students/indigenous/elders/ElderProgramFAQ.html
Can I request a specific Elder or Knowledge Sharer with expertise relevant to my event?,"Yes, each of our Elders and Knowledge Sharers holds expertise in various fields. When reviewing your request, we do our best to take the event topic/request into consideration when choosing which Elder may be the best fit. Requesters may also request a specific Elder or Knowledge Sharer, but we may not always be able to accommodate.",0_21,https://www.sfu.ca/students/indigenous/elders/ElderProgramFAQ.html
What types of events are suitable for Elder or Knowledge Sharer participation?,"The Elders and Knowledge Sharers work with students, staff, faculty, and the overall community at SFU. Examples of suitable events include those where their participation can foster understanding and respect for Indigenous Cultures. These events should be respectful of the Elder’s time and knowledge and align with the goals of promoting cultural awareness and reconciliation.",0_21,https://www.sfu.ca/students/indigenous/elders/ElderProgramFAQ.html
Are Elders or Knowledge Sharers available for long-term projects or only one-time events?,"Yes, Elders and Knowledge Sharers are available to participate in one-time events or long-term projects. Request acceptance is up to the discretion of the Elder/Knowledge Sharer.",0_21,https://www.sfu.ca/students/indigenous/elders/ElderProgramFAQ.html
Can Elders or Knowledge Sharers participate in virtual events?,"Yes, Elders/Knowledge Sharers are available for both in-person and virtual events.",0_21,https://www.sfu.ca/students/indigenous/elders/ElderProgramFAQ.html
Are Elders or Knowledge Sharers available for video recordings to be used on websites or during events?,"Yes, Elders and Knowledge Sharers are available for video recordings, screenings and postings at an additional fee. All requested video content is Intellectual Property of the requested Elder or Knowledge Sharer in accordance with the Copyright Act.",0_21,https://www.sfu.ca/students/indigenous/elders/ElderProgramFAQ.html
Are Elders or Knowledge Sharers available for events outside of SFU?,"No, the ISC Elders Program only offers supports to and accepts requests from SFU Programs and Departments.",0_21,https://www.sfu.ca/students/indigenous/elders/ElderProgramFAQ.html
What areas of expertise do the Elders and Knowledge Sharers in the program have?,"Each of our Elders and Knowledge Sharers hold various knowledges and skills from expertise in archaeology, traditional knowledge, drumming and singing to beading and cedar weaving.",0_21,https://www.sfu.ca/students/indigenous/elders/ElderProgramFAQ.html
How does the process work for matching an Elder or Knowledge Sharer to our event’s theme?,"The ISC Elders Program Coordinator will take into consideration the event topic, location of the event, and Elder/Knowledge Sharer availability when choosing which Elder/Knowledge Keeper to pass the request along to. You may also request a specific Elder or Knowledge Sharer, but the request is subject to the Elder’s availability.",0_21,https://www.sfu.ca/students/indigenous/elders/ElderProgramFAQ.html
Do departments need to provide transportation for Elders or Knowledge Sharers?,"Yes, it is expected that the event organizer will coordinate and provide transportation via Uber for in-person events. The ISC has created an Uber Guide to support organizers with this process. However, some Elders and Knowledge Sharers prefer to drive themselves, in which case accessible parking should be available for them. In either case, an onsite contact is expected to meet the Elder or Knowledge Sharer at the drop-off or parking location to escort them to the event.",0_21,https://www.sfu.ca/students/indigenous/elders/ElderProgramFAQ.html
What are the requirements for hosting an Elder or Knowledge Sharer at an event?,"The requirements for hosting an Elder or Knowledge Sharer at your event are:  
- Submission request at least two weeks in advance of your event  
- Confirmation of request from the ISC  
- Event logistics: ensure the Elder or Knowledge Sharer is treated respectfully throughout the event; offer them the option to stay for the entire event; provide refreshments and seating; serve them their meal first (if applicable)  
- Transportation: arrange transportation, typically through Uber, unless the Elder prefers to drive; accessible parking should be available if they drive; onsite contact should meet them at the drop-off or parking location to escort them to the event  
- Gifting: present the Elder with a small gift as a sign of respect and thanks (this does not replace the honorarium)  
- Payment: provide an honorarium based on the duration of participation, to be presented directly after the event, including any additional travel or parking costs  
- Safety and support: ensure the event location is accessible and assign a Helper to assist the Elder or Knowledge Sharer throughout their stay  
- Post event: complete a feedback form to share thoughts on their participation",0_21,https://www.sfu.ca/students/indigenous/elders/ElderProgramFAQ.html
How long can we expect an Elder or Knowledge Sharer to stay at our event?,"The Elder/Knowledge Sharer will stay at minimum the requested time agreed upon with the organizer—this may be anywhere from 15 minutes for an opening to 7 hours for a full day event. However, if the Elder/Knowledge Sharer is invited to open an event, it is polite to ask them if they would like to stay for the duration of the event, as an observer and potential participant—this may exceed the agreed upon payment time (at no extra charge) at the discretion of the Elder/Knowledge Keeper.",0_21,https://www.sfu.ca/students/indigenous/elders/ElderProgramFAQ.html
